Peak id,Mass,RT,UN_1.mzXML,UN4.mzXML,INFEC_1.mzXML,INFEC_2.mzXML,INFEC_3.mzXML,INFEC_4.mzXML,HK1.mzXML,HK2.mzXML,HK3.mzXML,HK4.mzXML,Polarity,FrAnK Annotation,PiMP Annotation,KEGG ID
3116,250.9399,1844.8,393549.38,413828.97,535039.75,305292.81,380456.56,437738.28,352178.47,662614.63,469922.16,481324.22,negative,No Fragments,,
3117,250.9398,1844.42,393549.38,413828.97,535039.75,305292.81,380456.56,436843.75,352178.47,662614.63,469922.16,481324.22,negative,No Fragments,,
3118,164.9782,1844.39,447936.03,383481.09,579715.13,355392.81,448743.91,471492.03,311275.63,550668.25,410066.94,442996.06,negative,No Fragments,,
3119,164.9782,1843.53,447936.03,383481.09,579715.13,355392.81,448743.91,436995.75,311275.63,550668.25,410066.94,442996.06,negative,No Fragments,,
3120,440.8861,1844.44,205959.47,259247.42,482289.72,136473.3,224694.5,292866.66,291101.28,472338.53,302467.63,369594.44,negative,No Fragments,,
3121,362.8914,1843.99,289825.03,207480.25,428382.44,128768.2,227422.78,382800.09,172269.31,404997.25,301803.16,336144.63,negative,No Fragments,"Erbon,Tetrachlorvinphos","C14513,C19072"
3122,431.8683,1844.03,188492.34,114976.19,312873.5,128504.21,114285.91,234751.27,119586.68,420134.16,187536.33,202924.8,negative,No Fragments,,
3123,182.9888,1843.56,354107.5,368475.22,405069.16,241222.31,325774.06,355580.34,335433.5,439394.38,402336.09,398436.78,negative,No Fragments,,
3124,182.9888,1841.86,354107.5,368475.22,405069.16,241222.31,325774.06,355580.34,335433.5,428678.91,402336.09,398436.78,negative,No Fragments,,
3125,462.8686,1844.48,214381.02,227538.77,376515.25,113222.21,172340.33,248127.2,186030.23,401474.47,213113.19,295238.16,negative,No Fragments,,
3126,402.884,1844.34,262090.86,107906.89,299145.78,88068.09,177528.97,240754.95,109333.31,285595.31,188668.23,224907.89,negative,No Fragments,,
3127,590.8154,1844.06,115686.26,107226.63,232347.27,89577.99,137151.14,220603.88,86380.98,288971.97,134882.22,177826.22,negative,No Fragments,,
3128,468.8553,1843.25,138707.33,107636.13,227593.89,63613.49,138080.42,257539.5,88104.39,196180.39,174715.7,136756.88,negative,No Fragments,,
3129,568.8334,1843.41,174616.83,111993.55,247968.34,67169.57,95430.52,145144.84,60346.84,229302.67,124546.34,106539.58,negative,No Fragments,,
3130,94.9806,2550.98,21774724,22028280,19903826,21038404,20063128,22559104,21437984,19522772,20744618,21078942,negative,Annotate in FrAnK,"Methanesulfonic acid,Silicic acid","C11145,HMDB31436"
3131,172.958,2548.3,13354578,12916002,13095040,14229859,14170631,13705848,14588843,14200279,14682859,13554397,negative,Annotate in FrAnK,,
3132,232.9248,2548.18,2237655.25,2272818.5,2375446.25,2565087.5,2449308,2554706.5,2615372.75,2584500.5,2443700.75,2432559,negative,Annotate in FrAnK,,
3133,135.971,2546.82,581395.63,682765.75,669916.75,812373.5,668517.38,615476.44,838387.94,713657.25,655052.69,710862.38,negative,Annotate in FrAnK,,
3134,208.9347,2550.04,1780861.25,1633329.63,1508155.88,1441028.38,1566207.75,1320392.75,1580751,1766488.25,1695619.88,1437154.63,negative,Annotate in FrAnK,,
3135,154.9475,2548.35,1206042.38,1251956.25,1289997,1333924,1334575.63,1266335.63,1358822.38,1208827.75,1416082,1288594.63,negative,Annotate in FrAnK,,
3136,95.9802,2550.89,1350671.5,1156322,1166827,1210350.38,1131155.88,1172419,1184785.13,1153096,1209567.5,1135981.88,negative,No Fragments,,
3137,310.9024,2550.21,1063125.5,968104.5,867754.25,1029706.94,988392.69,866857.63,953815.38,870622.88,978589.19,940601.19,negative,Annotate in FrAnK,,
3138,173.9575,2548.26,1407130.38,1335562.13,1346089.25,1467636.13,1322815.88,1316765.5,1449908.25,1289157.25,1557427.63,1371898.13,negative,No Fragments,,
3139,292.8917,2550.21,551931.75,449802.63,439596.53,489260.31,428976.53,397439.72,433763.91,406665.94,430889.91,452580.34,negative,Annotate in FrAnK,,
3140,370.869,2550.98,268143.31,220152.25,226692.14,245080.02,251350.36,234475.28,243865.66,243953.3,253856.88,209522.16,negative,No Fragments,,
3141,286.9121,2549.01,387606.59,457214.53,461358,411296.81,415798.53,459036.94,455952.94,512414.56,410847.03,376025.34,negative,No Fragments,,
3142,233.9244,2548.27,395728.31,336288.38,326781.31,391117.13,403995.41,362621.09,382278.34,338502.47,346149.31,362790.06,negative,No Fragments,,
3143,406.9026,2552.14,180376.58,151042.48,131200.97,161922.27,131160.59,147663,125160.26,164523.66,101395.62,119023.38,negative,No Fragments,,
3144,311.9019,2549.98,210709.25,185444.89,169051.84,227321.7,206794.27,157062,181749.53,177998.31,176432.78,182573.03,negative,No Fragments,,
3145,209.9344,2549.95,184936.94,187186.47,175907.05,173413.66,210537.28,150528.14,186661.11,155987.83,189364.84,139641.88,negative,No Fragments,,
3146,499.1499,2554.73,294555.47,313287.84,259457.8,266351.94,307292.88,346967.75,296653.34,262187.72,252049.13,279763.91,negative,No Fragments,Orcein,HMDB39777
3147,252.9244,2553.31,109455.72,70272.29,100412.76,82553.52,98027.1,149210.64,78395.86,92788.2,95259.07,79570.88,negative,No Fragments,,
3148,293.8912,2550.08,91159.82,91580.23,95264.94,89143.18,82582.69,81921.44,80288.42,82383.85,84530.95,92464.26,negative,No Fragments,,
3149,371.8686,2550.8,56775.73,31335.83,68349.93,67588.23,60591.44,45639.75,64222.89,65912.88,48502.83,85638.2,negative,No Fragments,,
3150,430.8356,2550.62,55835.94,19992.71,NA,19427.4,38406.62,41552.96,NA,NA,38630.09,NA,negative,No Fragments,,
3151,127.9482,2547.38,193331.08,211523.41,203110.69,215020.33,189819.78,243375.98,224677.28,211039.59,207514.98,257460.86,negative,No Fragments,,
3152,484.8799,2552.33,82970.14,56670.91,65731.02,72972.94,42386.05,65308.13,51662.66,66598.04,65386.62,NA,negative,No Fragments,,
3153,155.9471,2548.57,122905.55,119942.09,143378.89,129273.32,119542.7,124844.23,125799.53,112536.8,108375.4,126524.27,negative,No Fragments,,
3154,473.8464,2550.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,No Fragments,,
3155,174.947,2554.26,108334.27,78910.48,108842.62,99303.66,97891.82,99831.61,96896.48,97529.34,115842.8,79676.14,negative,No Fragments,,
3156,335.9024,2552.92,119642.97,127622.44,117917.35,97258.7,122490.16,118775.42,155757.3,95066.98,120541.06,102998.78,negative,No Fragments,,
3157,413.8796,2552.48,44605.34,35623.84,44666.5,52157.1,73254.98,86267.64,69920.66,43365.24,49628.81,44812.96,negative,No Fragments,,
3158,162.9577,2553.77,70816.97,93577.88,98515.06,120528.77,86805.54,98842.94,86216.8,71915.43,89804.88,78373.65,negative,No Fragments,,
3159,364.8895,2548.46,88090.38,47987.5,58392.36,79728.32,NA,77916.34,68702.85,54466.1,63348,59003.52,negative,No Fragments,,
3160,274.8807,2551.26,64846.54,73812.6,50130.45,73839.55,68490.01,59581.29,50043.3,66816.02,63732.88,62772.11,negative,No Fragments,,
3161,395.8689,2551.89,51674.23,40427.49,NA,30940.58,35301.64,NA,NA,NA,NA,NA,negative,No Fragments,,
3162,234.9139,2553.03,NA,NA,34430.71,NA,27822.84,41222.24,18706.87,19441.52,30933.55,NA,negative,No Fragments,,
3163,411.09,2551.94,89041.94,79802.49,90959.74,76814.77,81965.8,61994.29,86279.52,79925.76,72907.33,64973.52,negative,No Fragments,,
3164,287.9116,2549.26,81319.91,60755.3,79488.27,76509.67,62098.12,85570.48,58845.69,73915.4,53253.41,62153.31,negative,No Fragments,,
3165,156.9551,2549.23,129082.55,132460.22,149304,141464.59,137939.73,110787.98,129857.55,141533.38,124578.06,152719.56,negative,No Fragments,,
3166,352.8581,2550.08,NA,16871.07,20376.19,NA,20279.64,34056.38,NA,15886.22,NA,NA,negative,No Fragments,,
3167,172.9703,2559.62,78984.6,77097.9,74376.85,68306.53,64672.62,73243.2,76345.85,83027.65,73673.54,77636.54,negative,No Fragments,,
3168,273.891,2550.78,54852.32,45197.35,31623.81,55377.06,54166.2,44680.65,32723.82,43769.43,50692.43,55251.25,negative,No Fragments,,
3169,211.9314,2549.51,56827.74,69391.24,74319.91,62226.58,56548.4,48510.68,60614.95,68881.34,68449.3,72099.16,negative,No Fragments,,
3170,330.9021,2551.81,NA,NA,NA,NA,NA,NA,37526.54,NA,NA,NA,negative,No Fragments,,
3171,312.8912,2551.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,No Fragments,,
3172,407.9022,2553.73,33382.69,15422.3,14389.77,17546.41,31564.48,25362.63,19974.28,14394.16,9223,34530.58,negative,No Fragments,,
3173,562.8577,2550.83,34605.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,No Fragments,,
3174,196.0286,2548.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,No Fragments,Tauropine,C01616
3175,175.9544,2548.62,51438.42,49187.1,52885.14,52504.51,49865.23,51251.61,47948.98,41098.21,54005.54,46086.52,negative,No Fragments,,
3176,343.0638,2552.39,54148.46,56681.81,47109.01,45364.67,68433.21,39030.82,57135.8,47418.3,64204.06,57461.52,negative,No Fragments,Thiamine monophosphate,HMDB02666
3177,95.9848,2550.28,39828.36,36816.43,NA,47553.16,33095.27,35197.35,35423.55,46618.92,43416.92,43848.18,negative,No Fragments,,
3178,136.9366,2548.94,40559.62,18655.7,39335.41,18752.41,38040.49,45523.24,37831.47,44242.63,33908.82,34357.98,negative,No Fragments,,
3179,333.0918,246.8,27211344,18042328,17338690,10526529,31554422,13961099,20717304,18995404,21850108,18746194,negative,Annotate in FrAnK,Penicillin G,"C05551,HMDB15186"
3180,129.0194,890.98,478157.09,409135.84,579213.5,617314.06,721308.5,641491.06,748713.75,669290.13,916303.25,776502.31,negative,Annotate in FrAnK,"(E)-Glutaconate,2,5-Dioxopentanoate,2-Hydroxyglutaric acid lactone,2-Methylmaleate,2-Pentendioate,4,5-Dioxopentanoate,Acetylpyruvate,Citraconic acid,Gamma-delta-Dioxovaleric acid,Glutaconic acid,Itaconate,Itaconic acid,Mesaconate,Mesaconic acid,Methyl hydrogen fumarate","C00433,C00490,C01732,C02132,C02214,C02226,C02800,HMDB00620,HMDB00634,HMDB00749,HMDB02092,HMDB13233,HMDB33809,HMDB59743,HMDB60365,HMDB61185,LMFA01170063,LMFA01170099,LMFA01170109,LMFA01170116"
3181,288.076,900.38,162750.44,194100.19,201199.58,184012.58,261812.78,204168.7,305726.47,236540.31,314455.94,269222.38,negative,No Fragments,,
3182,418.0009,886.6,NA,NA,40469.24,19497.65,NA,51067.06,51884.08,38836.98,49228.71,36374.74,negative,No Fragments,,
3183,179.0562,820.03,2605970.5,1522682.5,1349505,938190.13,2334866.5,1844297.13,1560675,1491852.13,1549794.5,1424277.88,negative,Annotate in FrAnK,"2-Deoxy-D-gluconate,3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA,3-Deoxyarabinohexonic acid,Allose,Alpha-D-Glucopyranoside,Alpha-D-Glucose,Beta-D-Galactose,Beta-D-Glucose,D-Aldose,D-Allose,D-Altrose,D-Fructose,D-Fuconate,D-Galactose,D-Glucopyranoside,D-Glucose,D-Gulose,D-Hamamelose,D-Hexose,D-Idose,D-Mannose,D-Psicose,D-Sorbose,D-Tagatose,D-Talose,D-chiro-Inositol,Dihydroxyacetone (dimer),Fructose(pyranose),Fructose-1P,Galactose,Glycoprotein-phospho-D-mannose,L-Fructose,L-Fuconate,L-Galactose,L-Gulose,L-Rhamnonate,L-Sorbose,Levoinositol,Myoinositol,Scyllitol,Sorbose,alpha-D-Galactose,alpha-D-Glucose,alpha-D-Mannose,alpha-L-Sorbopyranose,beta-D-Fructose,beta-D-Galactose,beta-D-Glucose,beta-D-Hamamelopyranose,beta-D-Mannose,muco-Inositol,myo-Inositol,scyllo-Inositol","C00031,C00095,C00124,C00137,C00159,C00221,C00247,C00267,C00737,C00738,C00764,C00795,C00936,C00962,C00984,C01452,C01487,C01582,C01680,C01719,C01720,C01825,C01906,C01934,C02209,C02336,C02782,C05003,C06152,C06153,C06464,C06465,C06466,C06467,C06468,C08351,C08356,C10906,C15923,C19891,HMDB00122,HMDB00143,HMDB00169,HMDB00211,HMDB00346,HMDB00516,HMDB00660,HMDB01151,HMDB01266,HMDB03345,HMDB03418,HMDB03449,HMDB06088,HMDB12326,HMDB32222,HMDB33704,HMDB34220,HMDB61922,HMDB62170,HMDB62202,HMDB62473,HMDB62538,Std3_1_20170612_140021_17"
3184,179.0562,787.45,1301838.38,285893.31,323518.69,236784.56,1074599.88,532343.5,335555.41,208769.31,386443.63,293847.03,negative,No Fragments,"2-Deoxy-D-gluconate,3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA,3-Deoxyarabinohexonic acid,Allose,Alpha-D-Glucopyranoside,Alpha-D-Glucose,Beta-D-Galactose,Beta-D-Glucose,D-Aldose,D-Allose,D-Altrose,D-Fructose,D-Fuconate,D-Galactose,D-Glucopyranoside,D-Glucose,D-Gulose,D-Hamamelose,D-Hexose,D-Idose,D-Mannose,D-Psicose,D-Sorbose,D-Tagatose,D-Talose,D-chiro-Inositol,Dihydroxyacetone (dimer),Fructose(pyranose),Fructose-1P,Galactose,Glycoprotein-phospho-D-mannose,L-Fructose,L-Fuconate,L-Galactose,L-Gulose,L-Rhamnonate,L-Sorbose,Levoinositol,Myoinositol,Scyllitol,Sorbose,alpha-D-Galactose,alpha-D-Glucose,alpha-D-Mannose,alpha-L-Sorbopyranose,beta-D-Fructose,beta-D-Galactose,beta-D-Glucose,beta-D-Hamamelopyranose,beta-D-Mannose,muco-Inositol,myo-Inositol,scyllo-Inositol","C00031,C00095,C00124,C00137,C00159,C00221,C00247,C00267,C00737,C00738,C00764,C00795,C00936,C00962,C00984,C01452,C01487,C01582,C01680,C01719,C01720,C01825,C01906,C01934,C02209,C02336,C02782,C05003,C06152,C06153,C06464,C06465,C06466,C06467,C06468,C08351,C08356,C10906,C15923,C19891,HMDB00122,HMDB00143,HMDB00169,HMDB00211,HMDB00346,HMDB00516,HMDB00660,HMDB01151,HMDB01266,HMDB03345,HMDB03418,HMDB03449,HMDB06088,HMDB12326,HMDB32222,HMDB33704,HMDB34220,HMDB61922,HMDB62170,HMDB62202,HMDB62473,HMDB62538,Std3_1_20170612_140021_17"
3185,179.0563,756.88,2720830.5,74948.39,47312.03,70622.16,94256.81,67251.16,70453.39,54822.92,71521.63,49943.11,negative,Annotate in FrAnK,"2-Deoxy-D-gluconate,3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA,3-Deoxyarabinohexonic acid,Allose,Alpha-D-Glucopyranoside,Alpha-D-Glucose,Beta-D-Galactose,Beta-D-Glucose,D-Aldose,D-Allose,D-Altrose,D-Fructose,D-Fuconate,D-Galactose,D-Glucopyranoside,D-Glucose,D-Gulose,D-Hamamelose,D-Hexose,D-Idose,D-Mannose,D-Psicose,D-Sorbose,D-Tagatose,D-Talose,D-chiro-Inositol,Dihydroxyacetone (dimer),Fructose(pyranose),Fructose-1P,Galactose,Glycoprotein-phospho-D-mannose,L-Fructose,L-Fuconate,L-Galactose,L-Gulose,L-Rhamnonate,L-Sorbose,Levoinositol,Myoinositol,Scyllitol,Sorbose,alpha-D-Galactose,alpha-D-Glucose,alpha-D-Mannose,alpha-L-Sorbopyranose,beta-D-Fructose,beta-D-Galactose,beta-D-Glucose,beta-D-Hamamelopyranose,beta-D-Mannose,muco-Inositol,myo-Inositol,scyllo-Inositol","C00031,C00095,C00124,C00137,C00159,C00221,C00247,C00267,C00737,C00738,C00764,C00795,C00936,C00962,C00984,C01452,C01487,C01582,C01680,C01719,C01720,C01825,C01906,C01934,C02209,C02336,C02782,C05003,C06152,C06153,C06464,C06465,C06466,C06467,C06468,C08351,C08356,C10906,C15923,C19891,HMDB00122,HMDB00143,HMDB00169,HMDB00211,HMDB00346,HMDB00516,HMDB00660,HMDB01151,HMDB01266,HMDB03345,HMDB03418,HMDB03449,HMDB06088,HMDB12326,HMDB32222,HMDB33704,HMDB34220,HMDB61922,HMDB62170,HMDB62202,HMDB62473,HMDB62538"
3186,96.9601,1059.31,5669899,4028441.25,3191727.25,2744011.75,5649065.5,2663891,3348144,3757896.75,4412398.5,3396407.25,negative,No Fragments,Sulfate,C00059
3187,175.0248,1062.74,572555.38,104206.69,81507.99,61890.2,124873.15,81431.82,68984.34,123352.84,144796.28,65979.15,negative,No Fragments,"(4S)-4,6-Dihydroxy-2,5-dioxohexanoate,(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate,1,2,3-Propanetricarboxylic acid,2-Dehydro-D-glucono-1,5-lactone,2-Hydroxy-3-oxoadipate,5-Dehydro-4-deoxy-D-glucuronate,Ascorbate,Ascorbic acid,D-Galacturonolactone,D-Glucurono-6,2-lactone,D-Glucurono-6,3-lactone,D-Glucuronolactone,Erythorbic acid,L-xylo-Hexulonolactone,Parapyruvate,Propane-1,2,3-tricarboxylate","C00072,C02670,C03217,C03289,C03387,C04053,C04349,C04471,C06033,C06430,C06440,C19806,C20364,HMDB00044,HMDB06355,HMDB31193"
3188,174.9375,1062.58,141772.2,71268.22,52557.3,28334,194300.5,36411.95,62965.12,74083.91,77246.22,60165.59,negative,No Fragments,,
3189,216.9096,1059.04,844217.5,530167.56,398341.09,315148.88,903341.25,299330.78,402151.81,479802.13,587860.94,392623.59,negative,No Fragments,,
3190,189.0405,1055.42,237318.64,71709.38,46382.29,41489.24,82531.08,50806.32,39244.33,50180.99,77660.32,64426.05,negative,No Fragments,"2,4-Dihydroxyhept-2-enedioate,2,4-dihydroxy-2-heptenedioc acid,2-Hydroxy-2-(2-oxopropyl)butanedioic acid,3-Dehydroquinate,4-Hydroxy-2-oxo-heptanedioate,4-Hydroxy-4-methyl-2-oxoadipate,4-hydroxy-2-oxo-Heptanedioic acid","C00944,C04049,C05601,C06201,HMDB12710,HMDB59927,LMFA01170052,LMFA01170062"
3191,336.8593,1059.12,134512.53,77430.18,47453.96,44586.92,169049.16,54603.76,65568.48,63190.84,113396.32,56353.43,negative,No Fragments,,
3192,97.9595,1061.99,56700.87,39584,32489.86,27391.62,55456.66,23997.19,31086.85,42144.93,40408.82,32800.05,negative,No Fragments,,
3193,358.8407,1059.42,103483.6,67697.55,43407.77,52568.72,106708.83,48991.2,65362.53,49834.01,84508.69,52634.2,negative,No Fragments,,
3194,136.9401,1059.24,61762.75,62012.5,57332.1,53621.88,86401.61,25285.48,64490.85,59158.7,68698.7,51256.54,negative,No Fragments,,
3195,160.8421,770.79,238479.72,148233.86,95614.48,190007,103974.4,364610.78,163238.67,729604,99993.3,322515.34,negative,Annotate in FrAnK,,
3196,292.9236,952.31,24430706,21835440,28948222,19011994,21510404,25204532,20686530,28854706,23104684,24672928,negative,Annotate in FrAnK,,
3197,586.8547,952.21,431233.91,289292,436401.22,273621.31,355273.19,405921.94,335048.19,481850.09,339191.72,404336.28,negative,No Fragments,,
3198,684.8323,952.4,195389.77,167268.97,237458.02,141414.22,166096.92,174177.39,127231.97,195133.7,171192.2,193626.83,negative,No Fragments,,
3199,534.8051,953.02,166847.72,154575.61,177859.72,169616.14,162911.39,184669.72,148480.95,165824.5,142950.19,150720.38,negative,No Fragments,,
3200,293.9282,951.95,136553.05,141548.75,193495.05,119630.84,116358.69,124092.35,121153.38,163295.05,134937,123611.03,negative,No Fragments,,
3201,293.176,226.22,27232234,7756200,6911259.5,6982104.5,8012137,6096472.5,6776591.5,7879171,6393575.5,8979340,negative,Annotate in FrAnK,"Embelin,Gingerol,Myrsinone,Nordihydrocapsiate,Phytuberin,Tanacetol A,[6]-Gingerol","C09709,C10342,C10462,HMDB05783,HMDB34779,HMDB35722,HMDB35754,HMDB40646"
3202,114.9363,2591.92,22586172,23881864,21786812,22841244,22257106,26476390,22316200,23360796,25340500,24391308,negative,Annotate in FrAnK,,
3203,116.9345,2590.84,10355175,10790681,10044489,10558382,10386710,12405750,10311076,10665606,11388827,10984202,negative,Annotate in FrAnK,,
3204,203.869,2592.56,4375273.5,5098048.5,4436210,5019972.5,4973468.5,6108204.5,4690774.5,4886730,5955043,5048389,negative,Annotate in FrAnK,,
3205,203.869,2592.56,4375273.5,5098048.5,4436210,5019972.5,4973468.5,6108204.5,4690774.5,4886730,5955043,5048389,negative,Annotate in FrAnK,,
3206,205.8672,2591.51,3965625,4664003.5,3960049.25,4567180,4754345.5,5358117,4119162.5,4497606,5472106.5,4426056.5,negative,Annotate in FrAnK,,
3207,205.8672,2592.03,3965625,4664003.5,3960049.25,4567180,4754345.5,5358117,4119162.5,4497606,5472106.5,4426056.5,negative,Annotate in FrAnK,,
3208,205.8672,2592.03,3965625,4664003.5,3960049.25,4567180,4754345.5,5358117,4119162.5,4497606,5472106.5,4426056.5,negative,Annotate in FrAnK,,
3209,214.8329,2594.33,986024.19,1122513.75,1112304.25,1190947.25,1361291.25,1134373.5,1244802.88,1330228.13,1249670.88,1152171.25,negative,Annotate in FrAnK,,
3210,212.8349,2592.19,962532.06,954759.13,1026169.13,1136475.63,1191405.25,1059071,1150117,1258826,1000473.38,1056385.38,negative,Annotate in FrAnK,,
3211,207.8654,2592.07,853415.38,993959.69,870054.06,1000706.19,1093793.88,1172734.63,925735.38,1027283.69,1253477,1122984.13,negative,Annotate in FrAnK,,
3212,207.8654,2592.1,853415.38,993959.69,870054.06,1000706.19,1093793.88,1172734.63,925735.38,1027283.69,1253477,1122984.13,negative,Annotate in FrAnK,,
3213,132.9294,2612.21,529714.5,605222.13,504504.78,565951.75,674354.06,501252.44,523357.16,631450.75,683935.25,630898.63,negative,Annotate in FrAnK,,
3214,132.9294,2612.04,529714.5,605222.13,504504.78,565951.75,674354.06,501252.44,523357.16,631450.75,683935.25,630898.63,negative,Annotate in FrAnK,,
3215,132.9294,2607.67,529714.5,605222.13,504504.78,565951.75,643996.31,478680.5,523357.16,631450.75,555531.56,475674.16,negative,Annotate in FrAnK,,
3216,292.8019,2593.67,370546.94,456574.16,367260.25,450014.88,503922.81,606396.81,454579.41,436452.94,558108.13,491196.16,negative,No Fragments,,
3217,216.8305,2591.12,395964.66,391142.53,460435.88,518757.56,490365.34,426470.5,479315.66,494393.22,466667.09,441123.16,negative,No Fragments,,
3218,216.8305,2592.37,395964.66,391142.53,460435.88,518757.56,490365.34,426470.5,479315.66,494393.22,466667.09,441123.16,negative,No Fragments,,
3219,160.0768,2569.81,367365.97,318961.94,310641.66,320454.59,303208.63,325600.22,323156.41,328784.5,326185.63,307763.66,negative,No Fragments,"(R)-Boschniakine,1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-2-propen-1-one,3,4-Dihydro-4-[(5-methyl-2-furanyl)methylene]-2H-pyrrole,3-[(5-Methyl-2-furanyl)methyl]-1H-pyrrole,Boschniakine,Indole-3-ethanol,Tryptophanol","C00955,C09915,HMDB03447,HMDB30267,HMDB40028,HMDB40042,HMDB40048"
3220,132.0567,2597.28,325948.94,309696.31,245215.13,263293.75,266127.03,221222.11,263247,327294.63,292769.28,217859.5,negative,No Fragments,"2-Aminobenzimidazole,3-Methylpyrrolo[1,2-a]pyrazine","C10901,HMDB33172"
3221,134.036,2581.81,249448.06,278852.69,219562.38,302136.44,250451.86,215973.36,252058.52,256924.95,280411.56,186172.8,negative,No Fragments,,
3222,160.0768,2581.71,309552.88,285230.16,310641.66,320454.59,269170.25,270147.38,323156.41,327331.41,271093.03,283319.25,negative,No Fragments,"(R)-Boschniakine,1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-2-propen-1-one,3,4-Dihydro-4-[(5-methyl-2-furanyl)methylene]-2H-pyrrole,3-[(5-Methyl-2-furanyl)methyl]-1H-pyrrole,Boschniakine,Indole-3-ethanol,Tryptophanol","C00955,C09915,HMDB03447,HMDB30267,HMDB40028,HMDB40042,HMDB40048"
3223,126.9051,2590.9,243820.86,215815.84,173431.14,158331.48,238152.36,326641.59,187629.78,207041.48,234934,232971.05,negative,No Fragments,"Hydroiodic acid,I(-),Potassium iodide,Sodium iodide","C05590,C08219,C14042,HMDB59634"
3224,248.9734,2564.91,289241.44,291829.19,279713.56,291726.72,280328.78,315369.28,286024.63,293116.72,321600.88,272402.25,negative,No Fragments,"3,5-Dichloro-4-hydroxy-2-methoxy-6-methylbenzoic acid",HMDB33822
3225,248.9734,2571.34,278828.75,291829.19,274455.88,236406.69,255706.84,279079.09,286024.63,285552.56,282710.44,272402.25,negative,No Fragments,"3,5-Dichloro-4-hydroxy-2-methoxy-6-methylbenzoic acid",HMDB33822
3226,124.0516,2588.22,149576.19,140136.84,134530.63,122679.93,107665.91,134716.05,130942.66,145699.83,135082.97,101908.55,negative,No Fragments,"2-O-Methylcytosine,3-Methylcytosine ,5-Methylcytosine","C02376,HMDB02894,HMDB04339,HMDB11601"
3227,381.2034,2570.84,195420.23,173441.38,144905.08,172567.7,166805.03,183790.66,175238.03,157908.27,172455.2,153309.38,negative,No Fragments,,
3228,250.0368,2621.78,159794.61,168310.67,170532.75,170876.11,161999.75,163398.64,172906.28,159310.05,170563.53,164881.72,negative,No Fragments,,
3229,250.0368,2621.78,159794.61,168310.67,170532.75,170876.11,161999.75,163398.64,172906.28,159310.05,170563.53,164881.72,negative,No Fragments,,
3230,198.9544,2613.31,145775.34,155528.13,147496.95,158443.53,186423.8,144280.02,143949.98,155368.77,158037.3,166148.64,negative,No Fragments,,
3231,163.0625,2589.72,99169.16,110882.94,69405.68,84627.27,100579.37,98241.38,108748.36,116694.23,112965.11,76593.42,negative,No Fragments,"1-(Methylthio)-1-hexanethiol,Butyl isopropyl disulfide,Butyl propyl disulfide","HMDB33050,HMDB33051,HMDB39783"
3232,276.9317,2573.31,111270.58,118927.27,117536.95,106199.99,138973.75,124839.39,114042.51,109443.53,126916.15,131308.97,negative,No Fragments,,
3233,383.7328,2601.27,90998.66,93239.95,77787.3,99676.38,100922.75,143819.72,115876.3,119223.52,121061.02,102087.2,negative,No Fragments,,
3234,173.0455,2598.06,130291.55,137480.58,126493.49,134001.7,124050.09,131258.7,129318.84,130216.88,134493.53,130277.78,negative,No Fragments,"(2S)-2-Isopropyl-3-oxosuccinate,2,6-dimethyl-trans-2-heptenoyl-CoA,2-Isopropyl-3-oxosuccinate,2-Methyl-3-oxoadipate,2-Oxopimelate,3-oxopimelic acid,4(R),8-dimethyl-trans-2-nonenoyl-CoA,4-Methyl-3-oxoadipate,6,7-dihydroxy-4-oxo-2-heptenoic acid,Dimethyl 2-oxoglutarate,Shikimate,Shikimic acid","C00493,C04236,C16588,C18307,C18312,HMDB03070,HMDB12149,HMDB61388,HMDB62194,HMDB62377,LMFA01050242,LMFA01170069"
3235,223.7984,2599.05,101425.77,96077.31,126124.45,120481.45,100830.87,93109.38,123478.45,113451.85,101316.92,101695.52,negative,No Fragments,,
3236,167.0577,2579.02,109748.93,118934.03,115307.95,122644.52,129528.96,111692.84,116227.47,113975.18,118341.24,123935.69,negative,No Fragments,N-Cyclopropylammelide,C14149
3237,138.0673,2585.62,121673.88,101425.78,97125.89,121867.24,93465,110141.55,102587.73,104208.19,111069.57,89672.67,negative,No Fragments,"4-Amino-5-hydroxymethyl-2-methylpyrimidine,Histidinal,L-Histidinal","C01279,C01929,HMDB12234"
3238,221.8006,2598.49,69720.8,85577.6,114058.22,94320.7,79581.41,56757.27,76162.6,104552.05,69835.02,97432.73,negative,No Fragments,,
3239,141.9158,2611.64,88694.92,99039.92,68921.53,91396.21,115075.09,84063.53,75672.3,88984.05,84239.81,76067.77,negative,No Fragments,,
3240,121.0519,2594.01,84512.82,83807.95,90966.9,78839.59,87868.88,92631.46,88818.06,113706.52,86258.43,62996.7,negative,No Fragments,,
