reaction_id	reaction_name	protein_coverage	compound_coverage	all_coverage	protein	observed_protein_count	all_protein_count	compound	observed_compound_count	all_compound_count	pathway_ids	pathway_names
R-MMU-399998	Activated Phospholipase C beta-1 hydrolyzes 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate	1.00	0.00	0.58	P30678 (ENSMUSG00000034792):P30677 (ENSMUSG00000024697):A3KGF7 (ENSMUSG00000040061):P21279 (ENSMUSG00000024639):P21278 (ENSMUSG00000034781):Q9Z1B3 (ENSMUSG00000051177):P51432 (ENSMUSG00000024960)	7	7		0	5	R-MMU-434316:R-MMU-399997	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion:Acetylcholine regulates insulin secretion
R-MMU-71046	glutaryl-CoA + FAD => crotonyl-CoA + FADH2 + CO2	1.00	0.00	0.14	Q60759 (ENSMUSG00000003809)	1	1		0	6	R-MMU-71064	Lysine catabolism
R-MMU-390284	propionyl-CoA + carnitine => propionylcarnitine + CoASH	1.00	0.00	0.20	P47934 (ENSMUSG00000026853)	1	1		0	4	R-MMU-389887	Beta-oxidation of pristanoyl-CoA
R-MMU-6787321	DERA cleaves dR5P to GA3P and CH3CHO	1.00	0.00	0.25	Q91YP3 (ENSMUSG00000030225)	1	1		0	3	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-73800	SAICAR => AICAR + Fumarate	1.00	0.00	0.25	P54822 (ENSMUSG00000022407)	1	1		0	3	R-MMU-73817	Purine ribonucleoside monophosphate biosynthesis
R-MMU-70349	DAK dimer phosphorylates D-glyceraldehyde to form D-glyceraldehyde 3-phosphate	1.00	0.00	0.17	Q8VC30 (ENSMUSG00000034371)	1	1		0	5	R-MMU-70350	Fructose catabolism
R-MMU-6814254	PNPLA6 hydrolyzes LysoPtdCho	1.00	0.00	0.20	Q3TRM4 (ENSMUSG00000004565)	1	1		0	4	R-MMU-6814848	Glycerophospholipid catabolism
R-MMU-73571	N-carbamoyl L-aspartate + H+ <=> (S)-dihydroorotate + H2O	1.00	0.00	0.20	B2RQC6 (ENSMUSG00000013629)	1	1		0	4	R-MMU-500753	Pyrimidine biosynthesis
R-MMU-6801462	MTHFD2, D2L oxidise 5,10-methenyl-THF to 10-formyl-THF	1.00	0.00	0.40	P18155 (ENSMUSG00000005667):D3YZG8 (ENSMUSG00000029376)	2	2		0	3	R-MMU-196757	Metabolism of folate and pterines
R-MMU-6786720	DECR2 reduces LCtE-CoA to t3enoyl-CoA	1.00	0.00	0.17	Q9WV68 (ENSMUSG00000036775)	1	1		0	5	R-MMU-390247	Beta-oxidation of very long chain fatty acids
R-MMU-1299507	Methylthio-ribulose-P = Methylthio-ribose-P	1.00	0.00	0.33	Q9CQT1 (ENSMUSG00000004996)	1	1		0	2	R-MMU-1237112:R-MMU-1237112	Methionine salvage pathway:Methionine salvage pathway
R-MMU-8869606	NMRK1 phosphorylates NAR to yield NAMN	1.00	0.00	0.17	Q91W63 (ENSMUSG00000037847)	1	1		0	5	R-MMU-196807	Nicotinate metabolism
R-MMU-5693390	HSD17B11 dehydrogenates EST17b to E1	1.00	0.00	0.17	Q9EQ06 (ENSMUSG00000029311)	1	1		0	5	R-MMU-193144	Estrogen biosynthesis
R-MMU-1855172	I(1,3,4)P3 is phosphorylated to I(1,3,4,5)P4 by ITPK1 in the cytosol	1.00	0.00	0.17	Q8BYN3 (ENSMUSG00000057963)	1	1		0	5	R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol
R-MMU-1606273	Sphingomyelin phosphodiesterase 2 and 3 (SMPD2 and 3) hydrolyse sphingomyelin to ceramide (plasma membrane)	1.00	0.00	0.29	Q9JJY3 (ENSMUSG00000031906):O70572 (ENSMUSG00000019822)	2	2		0	5	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-1614645	CDO1:Fe2+ oxidises L-Cys to 3-Sulfinoalanine	1.00	0.00	0.20	P60334 (ENSMUSG00000033022)	1	1		0	4	R-MMU-1614558	Degradation of cysteine and homocysteine
R-MMU-175983	COMT transfer CH3 from AdoMet to 3,4DHBNZ	1.00	0.00	0.20	O88587 (ENSMUSG00000000326)	1	1		0	4	R-MMU-156581	Methylation
R-MMU-390438	FAR2 reduces PalmCoA to HXOL	1.00	0.00	0.14	Q7TNT2 (ENSMUSG00000030303)	1	1		0	6	R-MMU-8848584	Wax biosynthesis
R-MMU-8851225	NTPDase4 hydrolyzes nucleoside diphosphates	1.00	0.00	0.08	Q9DBT4 (ENSMUSG00000022066:ENSMUSG00000095463)	1	1		0	11	R-MMU-8850843	Phosphate bond hydrolysis by NTPDase proteins
R-MMU-1630306	Beta-galactosidase (GLB1) can cleave galactose from a glycosaminoglycan	1.00	0.00	0.20	P23780 (ENSMUSG00000045594)	1	1		0	4	R-MMU-2022857	Keratan sulfate degradation
R-MMU-71306	D-ribulose 5-phosphate <=> ribose 5-phosphate	1.00	0.00	0.33	P47968 (ENSMUSG00000053604)	1	1		0	2	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-76496	PTGIS, CYP8A1 isomerise PGH2 to PGI2	1.00	0.00	0.33	O35074 (ENSMUSG00000017969)	1	1		0	2	R-MMU-197264:R-MMU-211979:R-MMU-2162123	Nicotinamide salvaging:Eicosanoids:Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
R-MMU-1483002	DHAP is converted to 1-acyl GO3P by GNPAT	1.00	0.00	0.20	P98192 (ENSMUSG00000031985)	1	1		0	4	R-MMU-1483166	Synthesis of PA
R-MMU-73916	2 acetyl-CoA <=> acetoacetyl-CoA + CoA	1.00	0.00	0.25	Q8QZT1 (ENSMUSG00000032047)	1	1		0	3	R-MMU-77111	Synthesis of Ketone Bodies
R-MMU-351208	Spermidine  => N-acetylated spermidine	1.00	0.00	0.20	P48026 (ENSMUSG00000025283)	1	1		0	4	R-MMU-351200	Interconversion of polyamines
R-MMU-1614524	Cystathionine is formed from homocysteine and serine	1.00	0.00	0.17	Q91WT9 (ENSMUSG00000024039)	1	1		0	5	R-MMU-1614603	Cysteine formation from homocysteine
R-MMU-428214	sphinganine (dihydrosphingosine) +ATP => sphinganine 1-phosphate + ADP	1.00	0.00	0.33	Q9JIA7 (ENSMUSG00000057342):Q8CI15 (ENSMUSG00000061878)	2	2		0	4	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-389611	2-hydroxyphytanoyl-CoA => pristanal + formyl-CoA	1.00	0.00	0.17	Q9QXE0 (ENSMUSG00000021884)	1	1		0	5	R-MMU-389599	Alpha-oxidation of phytanate
R-MMU-175987	NNMT transfers CH3 from AdoMet to PY	1.00	0.00	0.20	O55239 (ENSMUSG00000032271)	1	1		0	4	R-MMU-156581	Methylation
R-MMU-1497810	Uncoupled eNOS favours the formation of superoxide	1.00	0.00	0.21	P31750 (ENSMUSG00000001729):P07901 (ENSMUSG00000021270):P70313 (ENSMUSG00000028978)	3	3		0	11	R-MMU-203615	eNOS activation
R-MMU-3000238	LMBRD1 transports lysosomal Cbl to cytosol	1.00	0.00	0.33	Q8K0B2 (ENSMUSG00000073725)	1	1		0	2	R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism
R-MMU-6784399	ALDH4A1 dimer dehydrogenates 4-OH-L-glutamate semialdehyde to 4-OH-L-glutamate	1.00	0.00	0.17	Q8CHT0 (ENSMUSG00000028737)	1	1		0	5	R-MMU-389661	Glyoxylate metabolism and glycine degradation
R-MMU-1675883	PI is phosphorylated to PI4P by PI4KB at the Golgi membrane	1.00	0.00	0.33	P84078 (ENSMUSG00000048076):Q8BKC8 (ENSMUSG00000038861):P61205 (ENSMUSG00000051853)	3	3		0	6	R-MMU-1660514	Synthesis of PIPs at the Golgi membrane
R-MMU-71723	acetaldehyde + NAD+ => acetate + NADH + H+ [mitochondrial]	1.00	0.00	0.14	P47738 (ENSMUSG00000029455)	1	1		0	6	R-MMU-71384	Ethanol oxidation
R-MMU-1676082	PI4P is phosphorylated to PI(4,5)P2 by PIP5K1A-C at the plasma membrane	1.00	0.00	0.43	P70181 (ENSMUSG00000024867):P70182 (ENSMUSG00000028126):O70161 (ENSMUSG00000034902)	3	3		0	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-200423	pAMPK inactivates ACACB, inhibiting malonyl-CoA synthesis	1.00	0.00	0.60	Q8BRK8 (ENSMUSG00000028518):Q91WG5 (ENSMUSG00000028944):Q6PAM0 (ENSMUSG00000038205)	3	3		0	2	R-MMU-200425	Import of palmitoyl-CoA into the mitochondrial matrix
R-MMU-6797956	SLC44A1 transports Cho from cytosol to mitochondrial matrix	1.00	0.00	0.33	Q6X893 (ENSMUSG00000028412)	1	1		0	2	R-MMU-6798163	Choline catabolism
R-MMU-6809263	EHHADH hydrates trans-2,3-dehydrohexacosanoyl-CoA	1.00	0.00	0.25	Q9DBM2 (ENSMUSG00000022853)	1	1		0	3	R-MMU-390247	Beta-oxidation of very long chain fatty acids
R-MMU-192042	5beta-cholestan-3alpha,7alpha,12alpha,27-tetrol is oxidized to 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al	1.00	0.00	0.17	Q9DBG1 (ENSMUSG00000026170)	1	1		0	5	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-141351	PAOX:FAD oxidises NASPN to SPM	1.00	0.00	0.12	Q8C0L6 (ENSMUSG00000025464)	1	1		0	7	R-MMU-141334:R-MMU-351200	PAOs oxidise polyamines to amines:Interconversion of polyamines
R-MMU-71334	sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate <=> D-erythrose 4-phosphate + D-fructose 6-phosphate	1.00	0.00	0.20	Q93092 (ENSMUSG00000025503)	1	1		0	4	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-6798335	BPGM dimer isomerises 1,3BPG to 2,3BPG	1.00	0.00	0.33	P15327 (ENSMUSG00000038871)	1	1		0	2	R-MMU-70171	Glycolysis
R-MMU-74207	dA, dG, or dI + ATP => dAMP, dGMP, or dIMP + ADP (DGUOK)	1.00	0.00	0.11	Q9QX60 (ENSMUSG00000014554)	1	1		0	8	R-MMU-74217	Purine salvage
R-MMU-6797961	CHDH oxidises Cho to BETALD	1.00	0.00	0.20	Q8BJ64 (ENSMUSG00000015970)	1	1		0	4	R-MMU-6798163	Choline catabolism
R-MMU-77325	trans-Hex-2-enoyl-CoA+H2O<=>(S)-Hydroxyhexanoyl-CoA	1.00	0.00	0.25	Q8BH95 (ENSMUSG00000025465)	1	1		0	3	R-MMU-77350	Beta oxidation of hexanoyl-CoA to butanoyl-CoA
R-MMU-194669	4-methylcholesta-8(9),24-dien-3beta-ol is oxidized to 4-carboxycholesta-8(9),24-dien-3beta-ol	1.00	0.00	0.12	Q9CRA4 (ENSMUSG00000031604)	1	1		0	7	R-MMU-191273	Cholesterol biosynthesis
R-MMU-194698	4,4-dimethylcholesta-8(9),14,24-trien-3beta-ol is reduced to 4,4-dimethylcholesta-8(9),24-dien-3beta-ol [TM7SF2]	1.00	0.00	0.17	Q71KT5 (ENSMUSG00000024799)	1	1		0	5	R-MMU-191273	Cholesterol biosynthesis
R-MMU-199219	SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol	1.00	0.00	0.33	Q9CZG9 (ENSMUSG00000015668):Q5U4D8 (ENSMUSG00000006641)	2	2		0	4	R-MMU-196780	Biotin transport and metabolism
R-MMU-77256	2-trans-Dodecenoyl-CoA+H2O<=>(S)-3-Hydroxydodecanoyl-CoA	1.00	0.00	0.25	Q8BH95 (ENSMUSG00000025465)	1	1		0	3	R-MMU-77310	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA
R-MMU-199216	SLC25A16 transports cytosolic CoA-SH to mitichondrial matrix	1.00	0.00	0.33	Q8C0K5 (ENSMUSG00000071253)	1	1		0	2	R-MMU-196783	Coenzyme A biosynthesis
R-MMU-8932633	PON1,2,3:Ca2+ dimers hydrolyse 5-HETEL to 5-HETE	1.00	0.00	0.33	Q62086 (ENSMUSG00000032667):Q62087 (ENSMUSG00000029759):P52430 (ENSMUSG00000002588)	3	3		0	6	R-MMU-2142688	Synthesis of 5-eicosatetraenoic acids
R-MMU-1678742	Alpha-N-acetylglucosaminidase (NAGLU) hydrolyses N-acetyl-D-glucosamine residues from heparan sulfate	1.00	0.00	0.20	O88325 (ENSMUSG00000001751)	1	1		0	4	R-MMU-2024096	HS-GAG degradation
R-MMU-1482635	2-acyl LPG is acylated to PG by LPGAT	1.00	0.00	0.43	Q91YX5 (ENSMUSG00000026623):Q3TFD2 (ENSMUSG00000021608):Q6NVG1 (ENSMUSG00000027134)	3	3		0	4	R-MMU-1482925	Acyl chain remodelling of PG
R-MMU-70971	citrate <=> isocitrate	1.00	0.00	0.33	Q99KI0 (ENSMUSG00000022477)	1	1		0	2	R-MMU-71403	Citric acid cycle (TCA cycle)
R-MMU-389995	3-hydroxypristanoyl-CoA + NAD+ => 3-ketoxypristanoyl-CoA + NADH + H+	1.00	0.00	0.17	P51660 (ENSMUSG00000024507)	1	1		0	5	R-MMU-389887	Beta-oxidation of pristanoyl-CoA
R-MMU-8952251	PLA2G15 hydrolyses LPC to GPCho and LCFA(-)	1.00	0.00	0.20	Q8VEB4 (ENSMUSG00000031903)	1	1		0	4	R-MMU-1483115	Hydrolysis of LPC
R-MMU-140355	Arachidonic acid is oxidised to PGG2 by PTGS1	1.00	0.00	0.20	P22437 (ENSMUSG00000047250)	1	1		0	4	R-MMU-140180:R-MMU-2162123	COX reactions:Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
R-MMU-189425	UROD decarboxylates URO3 to COPRO3	1.00	0.00	0.25	P70697 (ENSMUSG00000028684)	1	1		0	3	R-MMU-189451	Heme biosynthesis
R-MMU-109343	Reduction of 2-trans-4-cis-decadienoyl-CoA to form 3-trans-decenoyl-CoA	1.00	0.00	0.17	Q9CQ62 (ENSMUSG00000028223)	1	1		0	5	R-MMU-77288	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids
R-MMU-6809287	NUDT12 hydrolyses NADH to NMNH	1.00	0.00	0.17	Q9DCN1 (ENSMUSG00000024228)	1	1		0	5	R-MMU-197264	Nicotinamide salvaging
R-MMU-428123	3-ketosphinganine + NADPH + H+ => sphinganine + NADP+	1.00	0.00	0.17	Q6GV12 (ENSMUSG00000009905)	1	1		0	5	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-2309773	PGG2 is reduced to PGH2 by PTGS2	1.00	0.00	0.12	Q05769 (ENSMUSG00000032487)	1	1		0	7	R-MMU-197264:R-MMU-2162123	Nicotinamide salvaging:Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
R-MMU-2090079	Beta-galactosidase (GLB1) can cleave galactose from the linker chain	1.00	0.00	0.20	P23780 (ENSMUSG00000045594)	1	1		0	4	R-MMU-2024096	HS-GAG degradation
R-MMU-6810474	NUDT19 hydrolyses acyl-CoA to 3',5'-ADP and acyl-PPANT	1.00	0.00	0.20	P11930 (ENSMUSG00000034875)	1	1		0	4	R-MMU-390918	Peroxisomal lipid metabolism
R-MMU-197972	DHF is reduced to tetrahydrofolate (THF)	1.00	0.00	0.17	P00375 (ENSMUSG00000021707)	1	1		0	5	R-MMU-196757	Metabolism of folate and pterines
R-MMU-2161964	Arachidonic acid is oxidised to 12S-HpETE by ALOX12/15	1.00	0.00	0.29	P39654 (ENSMUSG00000018924):P39655 (ENSMUSG00000000320)	2	2		0	5	R-MMU-2142712	Synthesis of 12-eicosatetraenoic acid derivatives
R-MMU-193792	CYP27A1 27-hydroxylates 5bCHOL3a,7a,24(s)-triol	1.00	0.00	0.12	Q9DBG1 (ENSMUSG00000026170)	1	1		0	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-194642	4-methyl,4-carboxycholesta-8(9),24-dien-3beta-ol is decarboxylated and oxidized to form 4-methylcholesta-8(9),24-dien-3-one	1.00	0.00	0.14	Q9R1J0 (ENSMUSG00000031349)	1	1		0	6	R-MMU-191273	Cholesterol biosynthesis
R-MMU-6809354	NUDT7 hydrolyses CoA-SH to 3',5'-ADP and PPANT	1.00	0.00	0.20	Q99P30 (ENSMUSG00000031767)	1	1		0	4	R-MMU-390918	Peroxisomal lipid metabolism
R-MMU-6807055	DHCR7 reduces 7-dehydroCHOL to CHOL	1.00	0.00	0.17	O88455 (ENSMUSG00000058454)	1	1		0	5	R-MMU-6807062	Cholesterol biosynthesis via lathosterol
R-MMU-1855176	I(1,3,4,5,6)P5 is phosphorylated to IP6 by IPPK (IP5-2K) in the nucleus	1.00	0.00	0.20	Q6P1C1 (ENSMUSG00000021385)	1	1		0	4	R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-1482539	1-acyl LPG is acylated to PG by LPGAT	1.00	0.00	0.43	Q91YX5 (ENSMUSG00000026623):Q3TFD2 (ENSMUSG00000021608):Q6NVG1 (ENSMUSG00000027134)	3	3		0	4	R-MMU-1482925	Acyl chain remodelling of PG
R-MMU-6800334	MOGAT1,2,3 transfer acyl group from acyl-CoA to 2-acylglycerol to form DAG	1.00	0.00	0.33	Q91ZV4 (ENSMUSG00000012187):Q80W94 (ENSMUSG00000052396)	2	2		0	4	R-MMU-75109	Triglyceride biosynthesis
R-MMU-70272	PGM:Mg2+ isomerise G6P to G1P	1.00	0.00	0.38	Q7TSV4 (ENSMUSG00000029171):Q9D0F9 (ENSMUSG00000025791):Q8CAA7 (ENSMUSG00000030729)	3	3		0	5	R-MMU-3322077	Glycogen synthesis
R-MMU-2046084	Desaturation of alpha-linoleoyl-CoA to Stearidonoyl-CoA	1.00	0.00	0.14	Q9Z0R9 (ENSMUSG00000024665)	1	1		0	6	R-MMU-2046106	alpha-linolenic acid (ALA) metabolism
R-MMU-200720	Mitochondrial tetrahydrofolate export across the inner mitochondrial membrane	1.00	0.00	0.33	Q8BMG8 (ENSMUSG00000022299)	1	1		0	2	R-MMU-196757	Metabolism of folate and pterines
R-MMU-5263614	MeSeOH is reduced to MeSeH by TXNRD1	1.00	0.00	0.12	Q9JMH6 (ENSMUSG00000020250)	1	1		0	7	R-MMU-5263617	Metabolism of ingested MeSeO2H into MeSeH
R-MMU-73618	5,6-dihydrothymine + H2O => beta-ureidoisobutyrate	1.00	0.00	0.20	Q9EQF5 (ENSMUSG00000022304)	1	1		0	4	R-MMU-73621	Pyrimidine catabolism
R-MMU-1606583	Neutral ceramidase hydrolyses ceramide into sphingosine and free fatty acid (plasma membrane)	1.00	0.00	0.20	Q9JHE3 (ENSMUSG00000024887)	1	1		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-2046092	Desaturation of dihomo-gamma-lenolenoyl-CoA to arachidonoyl-CoA	1.00	0.00	0.14	Q920L1 (ENSMUSG00000010663)	1	1		0	6	R-MMU-2046105	Linoleic acid (LA) metabolism
R-MMU-200512	NMNAT1 transfers an adenylyl group from ATP to NAMN to yield NAAD	1.00	0.00	0.17	Q9EPA7 (ENSMUSG00000028992)	1	1		0	5	R-MMU-196807	Nicotinate metabolism
R-MMU-2161779	LXA4 is oxidised to 15k-LXA4 by HPGD	1.00	0.00	0.17	Q8VCC1 (ENSMUSG00000031613)	1	1		0	5	R-MMU-2142700	Synthesis of Lipoxins (LX)
R-MMU-8878914	B3GALNT1 transfer GalNAc to Gb3Cer to form Gb4Cer	1.00	0.00	0.20	Q920V1 (ENSMUSG00000043300)	1	1		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-390291	acetyl-CoA + carnitine => acetylcarnitine + CoASH	1.00	0.00	0.20	P47934 (ENSMUSG00000026853)	1	1		0	4	R-MMU-389887	Beta-oxidation of pristanoyl-CoA
R-MMU-6807052	EBP isomerizes ZYMSTNL to LTHSOL	1.00	0.00	0.33	P70245 (ENSMUSG00000031168)	1	1		0	2	R-MMU-6807062	Cholesterol biosynthesis via lathosterol
R-MMU-2142859	Growing HA is extruded from the cell by ABCC5	1.00	0.00	1.00	Q9R1X5 (ENSMUSG00000022822)	1	1		0	0	R-MMU-2142850	Hyaluronan biosynthesis and export
R-MMU-6808487	ALDH1L2 dehydrogenates 10-formyl-THFPG to THFPG	1.00	0.00	0.12	Q8K009 (ENSMUSG00000020256)	1	1		0	7	R-MMU-196757	Metabolism of folate and pterines
R-MMU-3204311	AOX1 oxidises PXL to PDXate	1.00	0.00	0.11	G3X8P9 (ENSMUSG00000063558)	1	1		0	8	R-MMU-964975	Vitamins B6 activation to pyridoxal phosphate
R-MMU-2309787	Arachidonic acid is oxidised to PGG2 by PTGS2	1.00	0.00	0.20	Q05769 (ENSMUSG00000032487)	1	1		0	4	R-MMU-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
R-MMU-191352	Reduction of HMG-CoA produces mevalonate	1.00	0.00	0.14	Q01237 (ENSMUSG00000021670)	1	1		0	6	R-MMU-191273	Cholesterol biosynthesis
R-MMU-70369	GALE:NAD+ dimer reversibly epimerises UDP-Gal to UDP-Glc	1.00	0.00	0.25	Q8R059 (ENSMUSG00000028671)	1	1		0	3	R-MMU-70370	Galactose catabolism
R-MMU-77271	3-Oxotetradecanoyl-CoA+CoA-SH<=>Lauroyl-CoA	1.00	0.00	0.33	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	4	R-MMU-77285	Beta oxidation of myristoyl-CoA to lauroyl-CoA
R-MMU-5694077	EPHX1 hydrates BaP4,5O to BaP4,5-DHD	1.00	0.00	0.25	Q9D379 (ENSMUSG00000038776)	1	1		0	3	R-MMU-211945	Phase I - Functionalization of compounds
R-MMU-6786239	CYP4V2 omega-hydroxylates DHA to HDoHE	1.00	0.00	0.12	Q9DBW0 (ENSMUSG00000079057)	1	1		0	7	R-MMU-211976	Endogenous sterols
R-MMU-71850	1,3-bisphospho-D-glycerate + ADP <=> 3-phospho-D-glycerate + ADP	1.00	0.00	0.17	P09411 (ENSMUSG00000062070)	1	1		0	5	R-MMU-70171	Glycolysis
R-MMU-4167509	Mitochondrial BTD hydrolyses BCTN	1.00	0.00	0.25	A0A0R4J131 (ENSMUSG00000021900)	1	1		0	3	R-MMU-196780	Biotin transport and metabolism
R-MMU-200646	Cytosolic folate export across the plasma membrane	1.00	0.00	0.33	Q6PEM8 (ENSMUSG00000020829)	1	1		0	2	R-MMU-196757	Metabolism of folate and pterines
R-MMU-73635	dUMP or TMP + ATP <=> dUDP or TDP + ADP [DTYMK]	1.00	0.00	0.14	P97930 (ENSMUSG00000026281)	1	1		0	6	R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-77345	Decanoyl-CoA+FAD<=>trans-Dec-2-enoyl-CoA+FADH2	1.00	0.00	0.20	P45952 (ENSMUSG00000062908)	1	1		0	4	R-MMU-77346	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA
R-MMU-2162019	LTA4 is converted to EXA4 by ALOX15	1.00	0.00	0.25	P39654 (ENSMUSG00000018924)	1	1		0	3	R-MMU-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)
R-MMU-5694563	ABHD10 hydrolyses MPAG	1.00	0.00	0.20	Q6PE15 (ENSMUSG00000033157)	1	1		0	4	R-MMU-156588	Glucuronidation
R-MMU-548815	ELOVL7 elongates ICS-CoA and Mal-CoA to 3ODC-CoA	1.00	0.00	0.17	Q9D2Y9 (ENSMUSG00000021696)	1	1		0	5	R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs
R-MMU-482812	(d)NTP + ADP <=> (d)NDP + ATP (NME4)	1.00	0.00	0.05	Q9WV84 (ENSMUSG00000024177)	1	1		0	18	R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-1855178	Glc6P is isomerised to I3P by ISYNA1 in the cytosol	1.00	0.00	0.25	Q9JHU9 (ENSMUSG00000019139)	1	1		0	3	R-MMU-1855183	Synthesis of IP2, IP, and Ins in the cytosol
R-MMU-163215	SLC25A5,6 dimers exchange ATP for ADP across the mitochondrial inner membrane	1.00	0.00	0.20	P51881 (ENSMUSG00000016319)	1	1		0	4	R-MMU-422356	Regulation of insulin secretion
R-MMU-141186	MAOA:FAD oxidatively deaminates of 5HT	1.00	0.00	0.12	Q64133 (ENSMUSG00000025037)	1	1		0	7	R-MMU-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB
R-MMU-5653873	SLC2A1 tetramer transports Glc from cytosol to Golgi lumen	1.00	0.00	0.33	P17809 (ENSMUSG00000028645)	1	1		0	2	R-MMU-5653890	Lactose synthesis
R-MMU-390256	hexacosanoyl-CoA + O2 => trans-2,3-dehydrohexacosanoyl-CoA + H2O2	1.00	0.00	0.17	Q9R0H0 (ENSMUSG00000020777)	1	1		0	5	R-MMU-390247	Beta-oxidation of very long chain fatty acids
R-MMU-70881	beta-hydroxyisobutyryl-CoA + H2O => beta-hydroxyisobutyrate + CoA	1.00	0.00	0.20	Q8QZS1 (ENSMUSG00000041426)	1	1		0	4	R-MMU-70895	Branched-chain amino acid catabolism
R-MMU-1793207	Arylsulfatase B (ARSB) hydrolyses sulfate groups from GalNAc 4-sulfate units of CS	1.00	0.00	0.14	A0A0R4J138 (ENSMUSG00000042082)	1	1		0	6	R-MMU-2024101	CS/DS degradation
R-MMU-163764	D-fructose 6-phosphate + D-erythrose 4-phosphate  <=>  sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate	1.00	0.00	0.20	Q93092 (ENSMUSG00000025503)	1	1		0	4	R-MMU-71336:R-MMU-163754	Pentose phosphate pathway (hexose monophosphate shunt):Insulin effects increased synthesis of Xylulose-5-Phosphate
R-MMU-73632	thymidine + ATP => TMP (deoxythymidine 5'-monophosphate) + ADP [TK1]	1.00	0.00	0.20	P04184 (ENSMUSG00000025574)	1	1		0	4	R-MMU-73614	Pyrimidine salvage
R-MMU-193780	5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol is oxidized to 3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al	1.00	0.00	0.12	Q9DBG1 (ENSMUSG00000026170)	1	1		0	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-265296	Arachidonic acid is oxidised to 5S-HpETE by ALOX5	1.00	0.00	0.38	P48999 (ENSMUSG00000025701):P30355 (ENSMUSG00000060063):Q60860 (ENSMUSG00000020377)	3	3		0	5	R-MMU-2142688:R-MMU-2142691	Synthesis of 5-eicosatetraenoic acids:Synthesis of Leukotrienes (LT) and Eoxins (EX)
R-MMU-5339535	GLTPD1 transports C1P from plasma membrane to Golgi membrane	1.00	0.00	0.33	Q8BS40 (ENSMUSG00000029073)	1	1		0	2	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-5696220	AS3MT transfers CH3 from AdoMet to arsenite(3-)	1.00	0.00	0.20	Q91WU5 (ENSMUSG00000003559)	1	1		0	4	R-MMU-156581	Methylation
R-MMU-193736	Isomerization of 3,7,24THCA-CoA to (24R, 25R) 3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA	1.00	0.00	0.33	O09174 (ENSMUSG00000022244)	1	1		0	2	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-389897	Isomerization of (2R)-pristanoyl-CoA to (2S)-pristanoyl-CoA	1.00	0.00	0.33	O09174 (ENSMUSG00000022244)	1	1		0	2	R-MMU-389887	Beta-oxidation of pristanoyl-CoA
R-MMU-1482548	1-acyl LPA is acylated to PA by AGPAT5 (OM)	1.00	0.00	0.20	Q9D1E8 (ENSMUSG00000031467)	1	1		0	4	R-MMU-1483166	Synthesis of PA
